,NIG,name,Monitor,Timestamp
619.0,0.000312,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_279.tif,11966.0,
620.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_280.tif,12095.0,
626.0,0.0003,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_281.tif,12584.0,
627.0,0.0003,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_282.tif,12833.0,
628.0,0.000299,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_283.tif,13174.0,
629.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_284.tif,12247.0,
635.0,0.000292,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_285.tif,13034.0,
636.0,0.000294,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_286.tif,12816.0,
637.0,0.000294,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_287.tif,12645.0,
638.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_288.tif,12904.0,
644.0,0.000292,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_289.tif,12250.0,
645.0,0.00029,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_290.tif,12008.0,
646.0,0.00029,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_291.tif,12131.0,
647.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_292.tif,12245.0,
653.0,0.00029,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_293.tif,12736.0,
654.0,0.00029,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_294.tif,12982.0,
655.0,0.00029,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_295.tif,13072.0,
656.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_296.tif,12954.0,
662.0,0.00029,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_297.tif,12883.0,
663.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_298.tif,12445.0,
664.0,0.00029,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_299.tif,12404.0,
665.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_300.tif,12663.0,
671.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_301.tif,12710.0,
672.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_302.tif,12338.0,
673.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_303.tif,12484.0,
674.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_304.tif,12396.0,
680.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_305.tif,12472.0,
681.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_306.tif,12337.0,
682.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_307.tif,13049.0,
683.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_308.tif,13055.0,
689.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_309.tif,12941.0,
690.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_310.tif,12959.0,
691.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_311.tif,12573.0,
697.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_312.tif,12753.0,
698.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_313.tif,12737.0,
699.0,0.00029,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_314.tif,12076.0,
700.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_315.tif,12794.0,
706.0,0.000287,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_316.tif,11973.0,
707.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_317.tif,12595.0,
713.0,0.000319,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_318.tif,12808.0,
714.0,0.000321,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_319.tif,12872.0,
715.0,0.000325,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_320.tif,12846.0,
716.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_321.tif,12717.0,
722.0,0.000338,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_322.tif,12990.0,
723.0,0.00034,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_323.tif,12759.0,
724.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_324.tif,13029.0,
731.0,0.000348,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_325.tif,12253.0,
731.0,0.00035,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_326.tif,12429.0,
732.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_327.tif,12283.0,
739.0,0.000355,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_328.tif,12838.0,
740.0,0.000356,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_329.tif,13047.0,
741.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_330.tif,12563.0,
747.0,0.00036,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_331.tif,12022.0,
748.0,0.00036,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_332.tif,12740.0,
749.0,0.000362,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_333.tif,12814.0,
750.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_334.tif,12909.0,
756.0,0.000364,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_335.tif,12720.0,
757.0,0.000365,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_336.tif,12890.0,
758.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_337.tif,12603.0,
764.0,0.000367,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_338.tif,12777.0,
765.0,0.000368,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_339.tif,12217.0,
766.0,0.000368,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_340.tif,12237.0,
767.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_341.tif,12773.0,
773.0,0.000369,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_342.tif,12465.0,
774.0,0.000369,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_343.tif,12507.0,
775.0,0.000369,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_344.tif,11774.0,
776.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_345.tif,12935.0,
782.0,0.000371,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_346.tif,10911.0,
783.0,0.000371,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_347.tif,11832.0,
784.0,0.000371,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_348.tif,12269.0,
785.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_349.tif,10220.0,
791.0,0.000373,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_350.tif,12206.0,
792.0,0.000373,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_351.tif,11930.0,
793.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_352.tif,11812.0,
799.0,0.000371,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_353.tif,11967.0,
800.0,0.000371,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_354.tif,12237.0,
801.0,0.000371,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_355.tif,12342.0,
802.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_356.tif,12594.0,
808.0,0.000374,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_357.tif,11891.0,
809.0,0.000374,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_358.tif,11714.0,
810.0,0.000375,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_359.tif,12869.0,
811.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_360.tif,12786.0,
817.0,0.000374,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_361.tif,12390.0,
818.0,0.000375,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_362.tif,10752.0,
819.0,0.000375,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_363.tif,11615.0,
820.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_364.tif,12226.0,
826.0,0.000378,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_365.tif,12746.0,
827.0,0.000379,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_366.tif,13109.0,
828.0,0.000377,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_367.tif,12457.0,
829.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_368.tif,13218.0,
835.0,0.000377,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_369.tif,12909.0,
836.0,0.000377,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_370.tif,12776.0,
837.0,0.000377,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_371.tif,11562.0,
838.0,0.000377,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_372.tif,12685.0,
843.0,0.000377,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_373.tif,12155.0,
844.0,0.000375,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_374.tif,12403.0,
845.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_375.tif,13033.0,
851.0,0.000323,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_376.tif,13046.0,
852.0,0.000321,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_377.tif,12292.0,
853.0,0.000319,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_378.tif,11975.0,
854.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_379.tif,12666.0,
860.0,0.000305,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_380.tif,12809.0,
861.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_381.tif,12582.0,
868.0,0.000168,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_382.tif,12995.0,
869.0,0.00016,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_383.tif,12621.0,
870.0,0.000155,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_384.tif,13080.0,
871.0,0.000144,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_385.tif,12428.0,
874.0,0.000143,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_386.tif,13021.0,
875.0,0.000141,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_387.tif,12728.0,
876.0,0.000186,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_388.tif,12050.0,
877.0,0.000225,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_389.tif,12333.0,
878.0,0.000243,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_390.tif,12698.0,
879.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_391.tif,12896.0,
885.0,0.000279,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_392.tif,11871.0,
886.0,0.000279,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_393.tif,12454.0,
887.0,0.00028,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_394.tif,12463.0,
888.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_395.tif,12977.0,
894.0,0.000286,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_396.tif,12222.0,
895.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_397.tif,11715.0,
902.0,0.000157,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_398.tif,12576.0,
902.0,0.000152,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_399.tif,11822.0,
903.0,0.000148,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_400.tif,12552.0,
904.0,0.000138,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_401.tif,12972.0,
908.0,0.000138,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_402.tif,11810.0,
909.0,0.000136,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_403.tif,12726.0,
910.0,0.000165,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_404.tif,12843.0,
911.0,0.000223,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_405.tif,12894.0,
912.0,0.000283,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_406.tif,12621.0,
913.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_407.tif,12362.0,
919.0,0.000273,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_408.tif,12525.0,
920.0,0.000275,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_409.tif,12473.0,
921.0,0.000277,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_410.tif,11914.0,
922.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_411.tif,12510.0,
928.0,0.000282,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_412.tif,12933.0,
929.0,0.000282,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_413.tif,12745.0,
930.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_414.tif,12607.0,
936.0,0.000284,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_415.tif,13059.0,
937.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_416.tif,12988.0,
938.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_417.tif,12982.0,
939.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_418.tif,12998.0,
945.0,0.000284,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_419.tif,12528.0,
946.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_420.tif,12562.0,
947.0,0.000287,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_421.tif,12300.0,
948.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_422.tif,12804.0,
954.0,0.000287,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_423.tif,12299.0,
955.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_424.tif,11997.0,
956.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_425.tif,12214.0,
957.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_426.tif,11913.0,
963.0,0.000287,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_427.tif,13027.0,
964.0,0.000287,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_428.tif,12651.0,
965.0,0.000287,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_429.tif,12904.0,
966.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_430.tif,12452.0,
972.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_431.tif,12755.0,
973.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_432.tif,12689.0,
974.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_433.tif,12546.0,
975.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_434.tif,12106.0,
981.0,0.000289,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_435.tif,12456.0,
982.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_436.tif,12649.0,
983.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_437.tif,12805.0,
984.0,0.00029,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_438.tif,11898.0,
986.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_439.tif,12588.0,
987.0,0.000281,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_440.tif,12290.0,
988.0,0.000221,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_441.tif,12945.0,
988.0,0.000193,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_442.tif,12859.0,
989.0,0.000175,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_443.tif,12759.0,
990.0,0.000165,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_444.tif,12690.0,
991.0,0.000157,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_445.tif,13063.0,
992.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_446.tif,13208.0,
998.0,0.000134,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_447.tif,12788.0,
999.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_448.tif,12961.0,
1005.0,0.00025,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_449.tif,12365.0,
1006.0,0.000257,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_450.tif,12962.0,
1007.0,0.000262,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_451.tif,12597.0,
1008.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_452.tif,12381.0,
1014.0,0.000276,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_453.tif,12892.0,
1015.0,0.000277,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_454.tif,12660.0,
1016.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_455.tif,12857.0,
1023.0,0.000283,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_456.tif,12690.0,
1024.0,0.000282,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_457.tif,12679.0,
1024.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_458.tif,12470.0,
1031.0,0.000286,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_459.tif,13049.0,
1032.0,0.000284,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_460.tif,13058.0,
1033.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_461.tif,12599.0,
1034.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_462.tif,12655.0,
1040.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_463.tif,11869.0,
1041.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_464.tif,12200.0,
1042.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_465.tif,12117.0,
1043.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_466.tif,12431.0,
1049.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_467.tif,12281.0,
1050.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_468.tif,12033.0,
1051.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_469.tif,12241.0,
1052.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_470.tif,12113.0,
1058.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_471.tif,12804.0,
1059.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_472.tif,12378.0,
1060.0,0.000284,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_473.tif,12637.0,
1061.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_474.tif,12559.0,
1067.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_475.tif,12308.0,
1068.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_476.tif,12827.0,
1069.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_477.tif,13176.0,
1075.0,0.000286,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_478.tif,11903.0,
1076.0,0.000287,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_479.tif,11837.0,
1077.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_480.tif,12613.0,
1078.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_481.tif,9695.0,
1084.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_482.tif,12174.0,
1085.0,0.000287,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_483.tif,12443.0,
1086.0,0.000287,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_484.tif,12611.0,
1087.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_485.tif,12541.0,
1093.0,0.000285,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_486.tif,12870.0,
1094.0,0.000286,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_487.tif,12444.0,
1095.0,0.000287,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_488.tif,12423.0,
1096.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_489.tif,12753.0,
1102.0,0.00029,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_490.tif,12043.0,
1103.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_491.tif,12687.0,
1104.0,0.000287,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_492.tif,11975.0,
1105.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_493.tif,12269.0,
1105.0,0.000288,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_494.tif,11804.0,
1106.0,0.000266,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_495.tif,12587.0,
1107.0,0.000209,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_496.tif,12507.0,
1108.0,0.000166,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_497.tif,12319.0,
1111.0,0.000159,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_498.tif,11876.0,
1111.0,0.000155,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_499.tif,12651.0,
1112.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_500.tif,12486.0,
1119.0,0.000131,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_501.tif,11792.0,
1120.0,0.000128,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_502.tif,12260.0,
1121.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_503.tif,12600.0,
1127.0,0.000122,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_504.tif,12300.0,
1128.0,0.000122,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_505.tif,12572.0,
1129.0,0.000119,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_506.tif,11529.0,
1134.0,0.000119,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_507.tif,12422.0,
1135.0,0.000118,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_508.tif,12489.0,
1136.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_509.tif,12626.0,
1142.0,0.000254,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_510.tif,12051.0,
1143.0,0.000258,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_511.tif,12054.0,
1144.0,0.000258,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_512.tif,10923.0,
1145.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_513.tif,12196.0,
1151.0,0.000275,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_514.tif,11569.0,
1152.0,0.000275,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_515.tif,11403.0,
1153.0,0.000275,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_516.tif,12957.0,
1154.0,0.000274,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_517.tif,12561.0,
1155.0,0.000276,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_518.tif,11475.0,
1156.0,0.000254,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_519.tif,11945.0,
1157.0,0.0002,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_520.tif,12218.0,
1158.0,0.000161,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_521.tif,12481.0,
1160.0,0.000152,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_522.tif,12758.0,
1161.0,0.000148,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_523.tif,12562.0,
1162.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_524.tif,12249.0,
1169.0,0.000127,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_525.tif,12824.0,
1170.0,0.000126,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_526.tif,12765.0,
1170.0,0.000125,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_527.tif,12516.0,
1171.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_528.tif,12941.0,
1178.0,0.000121,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_529.tif,12568.0,
1178.0,0.000121,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_530.tif,11827.0,
1179.0,0.00012,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_531.tif,11517.0,
1180.0,0.00012,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_532.tif,12069.0,
1182.0,0.00012,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_533.tif,12413.0,
1183.0,0.00012,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_534.tif,11812.0,
1183.0,0.000171,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_535.tif,12560.0,
1184.0,0.000223,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_536.tif,12607.0,
1187.0,0.000233,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_537.tif,12264.0,
1188.0,0.00024,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_538.tif,12834.0,
1189.0,0.000248,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_539.tif,12972.0,
1190.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_540.tif,12986.0,
1196.0,0.000267,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_541.tif,12494.0,
1197.0,0.00027,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_542.tif,12123.0,
1198.0,0.000271,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_543.tif,12491.0,
1199.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_544.tif,12398.0,
1205.0,0.000279,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_545.tif,12772.0,
1206.0,0.000281,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_546.tif,12257.0,
1207.0,0.00028,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_547.tif,11993.0,
1208.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_548.tif,11727.0,
1214.0,0.000279,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_549.tif,12355.0,
1215.0,0.000281,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_550.tif,12861.0,
1216.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_551.tif,12823.0,
1222.0,0.000282,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_552.tif,11748.0,
1223.0,0.000283,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_553.tif,11990.0,
1224.0,0.000283,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_554.tif,11720.0,
1225.0,1.0,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_555.tif,12036.0,
1231.0,0.000283,./pilatus/InAs0799/InAs0799time3/InAs0799time3_1_556.tif,13049.0,
