,NIG,Int_WZ,Int_ZB,Int_TW,FWHM_x_WZ,FWHM_x_ZB,FWHM_x_TW,FWHM_y_WZ,FWHM_y_ZB,FWHM_y_TW,max_pos_x_WZ,max_pos_x_ZB,max_pos_x_TW,max_pos_y_WZ,max_pos_y_ZB,max_pos_y_TW,name,COM_x_WZ,COM_x_ZB,COM_x_TW,COM_y_WZ,COM_y_ZB,COM_y_TW
450.0,0.000304,198.44106649325312,179.82523166964722,86.80263371809463,4.494306101363037,17.0390141730653,3.2776475176622974,20.92439538663229,20.55113863239201,6642.120792686883,29,37,4,39,40,36,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_135.tif,49.87237006712212,43.30390243240922,48.3902294900201,30.88434849431965,38.620135068551356,13.647209429074978
451.0,0.000304,199.15126796963335,179.92440639638184,88.89379744790826,4.390779992381098,16.75431067923199,3.2720140210575996,16.993335024856663,19.728682356026532,9682.548094227102,29,38,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_136.tif,49.86676621148299,43.29799122372324,48.1957202936722,30.888438296745477,38.616039238288124,13.664650040020605
452.0,0.000304,198.90372026185534,180.32388631646177,90.64026824205652,4.522710134970277,16.617936984125237,3.3540727342347916,9.124616317146819,20.371106045761525,10487.862228683389,29,38,4,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_137.tif,49.846335172677314,43.31856121363399,47.975642087091316,30.8997466553855,38.62234248608846,13.656095863866968
453.0,0.000304,199.23386586523253,179.76320784561847,92.40359063587472,,17.36733867995362,,,20.320833391467794,,29,36,6,39,38,36,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_138.tif,49.82639167040145,43.28322083517017,47.755859326520884,30.91246561785835,38.654726110748875,13.654035473928639
454.0,0.000306,199.17610979069232,179.99056965422065,94.3107413938511,4.497206918383631,16.989266913167803,3.350940914634778,5.573624842764059,20.532839187622912,7838.536661241423,29,37,7,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_139.tif,49.79389141961018,43.310292096197976,47.563341855710334,30.906100573781284,38.62729866072703,13.640845625744353
455.0,0.000304,199.92456660940184,180.24605653599875,96.65281899109792,4.44557300552987,17.408310284582093,3.3262914625221476,4.731804319143973,20.309908999892198,8156.696171716457,29,36,6,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_140.tif,49.76944958937347,43.29659769754414,47.260153215225216,30.897343758422082,38.633530612837276,13.661142602299682
456.0,0.000304,199.8815609126824,180.3462871885834,98.88744658550351,4.517560646043611,16.963413878123472,3.334171235051748,22.57140056566329,20.883901415864873,10248.902050671497,29,36,9,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_141.tif,49.73694693826184,43.316217333866824,47.056584544162625,30.916276711476723,38.64271571215579,13.66079522152856
457.0,0.000305,200.0250936939873,180.6026560208571,100.87265765031775,4.531062922968259,17.281788731217542,,5.726091937125919,19.854859208681077,,29,37,10,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_142.tif,49.75433667276552,43.31207592128359,46.83968642553051,30.907854970127588,38.63322742596371,13.660115288532289
458.0,0.000304,200.42899505766061,180.7642504118616,102.99126853377265,4.525379134479429,17.20680258884476,3.3097521108697014,4.953529971406586,20.457382062481237,20.95133062358803,29,37,5,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_143.tif,49.733536138299726,43.289638355909695,46.66371967361799,30.91419804636513,38.68134791052815,13.659671890421127
459.0,0.000304,200.1620283018868,180.56705974842768,105.10165094339622,4.563488607724305,17.18094636981516,3.307230708257033,11.362554743070271,20.412842403699084,35.27387880989034,29,37,8,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_144.tif,49.75536210640672,43.299257275189575,46.47544418289272,30.92177995735373,38.63840678366066,13.659209076567834
459.0,0.000304,200.38291945240368,180.21927730022287,107.29218401782872,4.496811162397749,17.583183540172755,3.295438332790147,32.34171577196558,20.39324846642477,7948.084247059648,29,36,7,39,42,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_145.tif,49.75135555095684,43.32199269081715,46.32908215685387,30.929201532722885,38.65329211336962,13.655634675772374
461.0,0.000306,200.25049930864955,180.3748655707482,109.91580888001229,4.554090645593101,16.808417078300042,3.2667127639200655,20.768877268151616,20.603752873606656,5516.25652287266,29,37,7,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_146.tif,49.75873128640154,43.312553872885545,46.09915618596616,30.92688562988207,38.67785845697835,13.645503758515714
461.0,0.000306,200.3318794000612,180.43556779920416,112.24923477196205,4.55949466342515,17.1316123119878,3.253754077092533,5.223163265288459,20.430354813609327,8334.39236650508,29,36,4,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_147.tif,49.73120819943337,43.32473752423734,45.91208645874592,30.928216759990786,38.671516396571235,13.655366210980773
462.0,0.000306,200.48513999687157,180.71562646644767,114.66643203503833,4.528848151505556,16.986358903936175,,7.620669000226229,20.26980513869734,,29,37,11,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_148.tif,49.70681824122075,43.30070586809658,45.71168829397221,30.930162756304803,38.6370132820919,13.66691925995396
463.0,0.000306,200.49341854979838,180.50977706764056,116.78414365061249,4.567721378166471,17.020645746167578,3.233008279771947,10.685320229418062,20.668536032749675,8621.662638887758,29,36,7,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_149.tif,49.743555141485,43.28110510697847,45.54831538855452,30.914832348861612,38.662099357623376,13.649638997872167
464.0,0.000306,200.70831405213636,180.64815671756904,119.4480950177387,4.507078343233424,17.132066580781455,3.2762002271525503,12.578819169212597,21.059134485239372,7626.033413140594,29,36,9,39,41,36,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_150.tif,49.73296369790162,43.287833157721266,45.40413064869793,30.92870498742691,38.667557392698754,13.6594284216317
465.0,0.000306,200.7184585741811,181.04046242774567,121.93788053949903,4.632765884580766,17.2458556131183,3.2044341308370474,19.862289677530168,20.210663681805727,9061.011363754731,29,37,11,39,38,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_151.tif,49.72174101359202,43.29658578118348,45.183121131831236,30.919210066957927,38.62976245210728,13.64852693560131
466.0,0.000307,200.98041074249605,180.97006319115323,125.02022116903633,4.457285923183737,17.146355415929253,3.215010182087394,8.867472524523242,19.958926128377573,37.44777266192518,29,36,8,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_152.tif,49.68447130417558,43.290261234762106,45.01192161015343,30.95273760695988,38.66629769964484,13.64913922297562
467.0,0.000308,200.7140683253443,180.94270714448757,127.32914859621091,4.5039743748137,17.135995907770926,3.246975628626359,18.41089715582367,21.14987578076128,90.18566975061428,29,36,9,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_153.tif,49.735407138402984,43.291463881284876,44.88338541022428,30.93563458473039,38.67772829912578,13.647039982981642
468.0,0.00031,200.42392557853464,181.16867840393635,129.97555162604752,,16.745573753298494,,,20.85499905496823,,29,37,10,40,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_154.tif,49.69945306979824,43.25344022243525,44.72862701349587,30.941122338519797,38.66288769472527,13.654483163294278
469.0,0.00031,201.32073001063918,181.62108192159752,132.86054505278665,4.508155988576547,16.693195530891206,3.2042669772407595,11.987160948079815,20.66283072007212,155.13303092383114,29,37,10,39,38,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_155.tif,49.73084890757409,43.30218526442528,44.59422713611917,30.9317137261183,38.67494822523869,13.648462538722194
470.0,0.000312,200.83074842917364,181.19923645907897,135.2359818659031,4.55571440303271,17.370109342050913,3.1871012494867315,0.9259441223208056,20.692768246359908,5351.586668358789,29,36,11,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_156.tif,49.72028854931298,43.277298309468186,44.460038745602304,30.934492256573645,38.68548224972325,13.646415796537362
470.0,0.000312,201.06548700529268,181.41488269215577,138.01769492060984,4.599494637415993,17.34232626215276,,11.29993373947593,20.4571580554665,,29,38,10,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_157.tif,49.693502660602654,43.253382601846,44.31626130545123,30.931011736196453,38.659002643552384,13.64439211843637
471.0,0.000313,202.4073873873874,182.63144144144144,141.73351351351351,4.536343381371697,16.76713676234039,3.220717851605407,-6716.202740091634,20.78748749415488,7933.0415375554385,29,37,7,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_158.tif,49.6887857064648,43.265360897667684,44.169432928945454,30.92810414461602,38.66401293601202,13.653935631009087
472.0,0.000313,202.14309645565157,182.73293951684008,144.41315464644683,4.559832647801543,17.19409494725742,3.194269399074406,9.307753018524199,21.02948925071353,2225.9061895123573,29,36,9,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_159.tif,49.711150618024895,43.29205083382508,44.02985834594068,30.914893617021278,38.684446314383635,13.646289166718562
473.0,0.000312,200.80493082927583,181.7107968158281,146.09312929901847,,17.16858388137453,,,21.222773121303682,,29,36,11,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_160.tif,49.67256751269622,43.26761388865732,43.87756275594496,30.96015533741434,38.67044168910953,13.62971413517121
474.0,0.000312,200.955613778223,181.95592201587425,149.22539878246127,4.567556553822661,16.89550899569173,3.1901762331626577,2.7746120887797963,20.547160373167294,8844.885445332908,29,37,12,39,42,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_161.tif,49.685343321825556,43.29650836297169,43.760726837827875,30.95522741190758,38.70083921935998,13.635600966280368
475.0,0.000313,200.76073761044947,181.76542451018057,151.83688052247408,4.631800830755196,17.11466108768229,,12.486092159021181,21.471428745041713,,29,35,9,40,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_162.tif,49.676070773443,43.24556818196229,43.621485539863485,30.949322993867735,38.690552852312464,13.630697864592742
476.0,0.000313,200.95600366636114,181.681561258784,154.92453406660556,4.599113309911987,16.81903509382241,,10.561045683022051,20.990197012247876,,29,36,10,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_163.tif,49.671587386294355,43.27253712832263,43.49510617905291,30.948714820237516,38.66304278822404,13.629888890641887
477.0,0.000313,201.16200941915227,181.87943485086342,158.44795918367348,4.613654271771146,17.060318913215347,3.1808237655491323,6.4249206268463706,20.69441879935481,6748.336418660104,29,36,9,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_164.tif,49.642461148023806,43.239173741467944,43.39033610468898,30.95196589360716,38.689867353949516,13.627465599142388
478.0,0.000312,201.5283034324568,182.37298271483576,161.46768247726715,,17.074897983100875,,,20.966062786628285,,29,36,9,40,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_165.tif,49.67048676940688,43.25648327865937,43.28955432574544,30.955110371471218,38.669675194847606,13.612185672915157
479.0,0.000313,200.8556868195506,182.1685584124778,164.45641263222916,4.59734263837587,16.972742289276923,,12.726723831091968,21.746814044248783,,29,36,11,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_166.tif,49.6900820441613,43.25194032887361,43.17753248430072,30.95771431163557,38.6937007924078,13.627289864428663
480.0,0.000313,201.01182176417097,182.04910578963322,167.04463473779933,4.522318937203802,16.414241302700486,3.163317560438213,11.553210641806311,20.218096797151826,69.37780017933699,29,37,13,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_167.tif,49.68380638720749,43.242413583535914,43.11814658572867,30.94277360066834,38.67958390222785,13.61539812032821
480.0,0.000311,200.6157040392601,182.14730086825216,170.14329935824838,,16.71769320030534,3.144572364148023,,21.330622078334706,108.91365021448108,29,36,11,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_168.tif,49.721180736539644,43.28194753995891,43.00929068295861,30.94223972632383,38.69585387357147,13.61993043857952
481.0,0.000309,201.06109774085863,182.26387702818104,173.27296017389955,4.662594310176609,17.03884242776708,-3.1538065511561064,7.042919390654887,20.973493075981512,6360.442786505487,29,36,12,40,38,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_169.tif,49.719698841794255,43.30123339840298,42.920856353405505,30.964102031454885,38.69090244622384,13.598355503244054
482.0,0.00031,200.84223412394797,182.09946442234124,176.77291507268555,4.615052192951863,16.633311285953912,-3.159281857259587,6.528672809625108,21.295271403447757,113.46380174696212,29,36,10,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_170.tif,49.67676631842646,43.26838624560932,42.7852885749876,30.966099531887142,38.66684173375237,13.60386241128244
483.0,0.00031,201.1013677217663,182.5496678389996,179.86150840171942,4.647194316481269,16.714030379192454,-3.127927757780705,16.45768405225374,21.342537023941162,121.10910138518771,29,35,11,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_171.tif,49.692394597628066,43.26957520219649,42.71212969207345,30.968205567465134,38.712560521945456,13.608329190797662
484.0,0.000311,201.76126312308836,182.80532363395884,183.40596842192278,4.619364222957351,17.02981998297175,,6.891553797798611,21.64441810254884,,29,35,9,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_172.tif,49.692631148528335,43.24836935582772,42.608102991803165,30.97779167175399,38.6718534355674,13.602821880935446
485.0,0.000311,202.24201968335473,183.3750106974754,187.20787334189131,4.625454124740331,16.358150233091454,3.1429947201788537,7.406121441515691,20.85154678778028,187.5957441256528,29,37,10,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_173.tif,49.665228643558436,43.26246758234912,42.469563762500435,30.971079444041507,38.692636100464036,13.591433053991636
486.0,0.000311,201.2501354803747,182.64790586049392,189.20639467368585,4.575578324088103,16.39681928766886,,2.9403775829117835,21.11078609034458,,29,38,9,40,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_174.tif,49.67646336978582,43.256665746887904,42.40059304928561,30.950825297320918,38.71401323209833,13.580100320010933
487.0,0.000308,201.10304054054055,182.76220823095824,192.43680896805895,4.606415671748857,17.190179173555894,,0.8413209729321603,21.910386767697872,,29,36,9,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_175.tif,49.68163415377261,43.23659672435559,42.32373776930667,30.95103937665654,38.709868314641675,13.5838230664602
488.0,0.000308,201.31587956119193,182.73453668404264,196.28382478798724,,17.161151483228927,,,22.646037241107045,,29,35,10,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_176.tif,49.66737171948508,43.224531834169476,42.22036192602294,30.964111484657277,38.68713838838466,13.575343779777995
489.0,0.000308,201.57942026720838,183.0082037659192,199.59199937495117,4.665883163537965,16.046594479331464,,10.321117064488625,21.285501458203562,,29,37,9,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_177.tif,49.67666195739172,43.2711326623752,42.204258394145725,30.969160256820214,38.705290732871056,13.575676687108398
490.0,0.000307,201.54223300970872,183.06496763754046,202.70202265372168,4.59269578476902,16.953671517465953,-3.126494426590258,2.1919420636918896,20.687843407302974,93.60047128094578,29,35,11,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_178.tif,49.68555901057461,43.244114177726175,42.116263011410965,30.974525322934557,38.699234050903286,13.564092636815642
491.0,0.000306,201.36215450035436,183.09646428852665,206.00188991259154,,16.488485587769798,,,20.746165021816093,,29,36,11,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_179.tif,49.70001462595489,43.262826958525544,42.02577734556872,30.970256126280653,38.704908345382776,13.577860702793329
491.0,0.00031,201.3375040102663,183.1985081809432,209.67188001283284,4.687912366909469,16.723341376406996,-3.1169577767723013,-1.2780972565319413,21.208554643674162,5301.4906786146885,29,36,11,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_180.tif,49.68555449679637,43.24193573101927,41.94988962159966,30.96531178244942,38.71481258200645,13.567495311165336
492.0,0.00031,200.94080257313524,183.25402052381682,212.3592433757084,4.63646473047499,16.42618692653334,-3.110723093074795,41.35448914547064,20.882164850452373,179.43353944162985,29,36,11,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_181.tif,49.673720837612926,43.22648918836356,41.86133436615462,30.973518656495997,38.697669928635634,13.55407940967628
493.0,0.00031,201.0605638166047,183.51479244114003,216.29855947955392,4.602976993846879,15.97789762784108,-3.114038926351422,14.573489556953549,21.00721816263592,3278.7252920447327,29,37,13,40,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_182.tif,49.68397099642771,43.25105642733641,41.812735176685294,30.985663462108846,38.71205882315704,13.554608970702656
494.0,0.000311,201.20582199589572,182.98989131260925,219.20468191837045,4.707575678511142,15.958191642274713,,23.435391752323792,21.291351455598953,,29,37,10,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_183.tif,49.71671290936117,43.22775230748655,41.76422465982172,30.977975004391325,38.70173301356788,13.539606792608794
495.0,0.00031,201.5677293934681,183.5384136858476,222.79059097978228,4.6286457891247785,16.31915546268918,,8.55791710864282,21.60135292167392,,29,36,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_184.tif,49.68710546914331,43.24672372711312,41.662100313184204,30.985700733866455,38.72114990272439,13.544796370930447
496.0,0.000308,201.71293949952488,183.38897687678175,226.76900538485904,4.611834441466794,16.78442849948841,3.0948019146922787,17.189391753660182,21.8981936494288,24.186840458718464,29,36,12,39,40,36,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_185.tif,49.672001871836514,43.25771729949789,41.612730864469995,30.944634389264262,38.69315271029555,13.536101442954227
497.0,0.000307,201.3710740003064,183.46943465604411,229.43909912670446,4.6647821122701565,16.860076947491525,-3.1092511211961242,14.382054430255351,22.106635755257535,8017.120807309576,29,36,11,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_186.tif,49.652825086792014,43.244062028968564,41.53946381721065,30.980061992667093,38.67409363635225,13.541355241130674
498.0,0.000306,201.76250292580167,183.4532261839744,233.21455878910822,4.695588912561594,16.6620206587756,,5.541012028720882,21.63668089726453,,29,36,11,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_187.tif,49.68398447016423,43.23674191517956,41.50009584789591,30.979314691858825,38.69268708640253,13.530959539475115
499.0,0.000307,201.28818837827572,183.32996581845802,236.94819597417396,4.6749496935170685,16.04379852462908,,12.695913138671624,21.446751227535888,,29,37,11,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_188.tif,49.69987648865511,43.23437325852203,41.46752780882875,30.978923447494846,38.724777184043845,13.522738339750653
500.0,0.000308,201.8002058916693,183.68744060817232,240.59645232815964,4.6586355443573035,16.674700908796474,-3.1179962797537213,12.746181565629081,22.145258181429664,60.38807242097928,29,36,11,39,42,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_189.tif,49.6894412935829,43.229358877912404,41.4150063918332,30.96175342861392,38.71598095365375,13.517521917207658
501.0,0.000307,201.77031287897162,184.16703047942437,244.46099118764653,4.658026596012376,16.340888610002157,-3.084439606108861,7.011838870837857,21.549826915465715,97.29753920286029,29,36,11,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_190.tif,49.679295603592905,43.25893144837359,41.30785537635867,30.969936254280867,38.726603867843274,13.511273794224236
501.0,0.000308,201.61672365557973,183.90620142990363,247.71355299968914,4.707944235666403,16.305885979406863,,0.9507913748629448,21.711703454541773,,29,37,11,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_191.tif,49.65411863379797,43.20929429686394,41.25167886087807,30.969651218545764,38.68083988835857,13.510379353854242
502.0,0.000308,201.57283798365964,183.7544319408047,250.77516571604747,,16.521747146953736,,,21.919693921745605,,29,35,12,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_192.tif,49.6650470364476,43.23013133223995,41.1961001451642,30.979117515025585,38.692604539372404,13.507289099284261
503.0,0.000306,201.55951822305647,184.10988581260753,254.82042859377444,4.66855369434148,16.037029521636864,,16.641272704297563,21.60784040256502,,29,37,11,39,42,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_193.tif,49.67385939452261,43.230614830998256,41.155002525985736,30.96353709926508,38.69779046902141,13.498429162213709
504.0,0.000306,201.78372055501774,184.23055824459502,259.0888996450468,4.703010652433365,15.637192829957502,,1.0423302330736626,21.073386376935435,,29,38,11,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_194.tif,49.65103339808604,43.228077235320235,41.083303805563844,30.969922972393277,38.674170498861066,13.493996885105737
505.0,0.000306,201.53283881934786,183.8904342450935,262.51213104620615,4.728854055737426,16.108124451692298,-3.0548461855338402,6.083611360238326,21.550666841600382,200.84313848864244,29,37,11,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_195.tif,49.64424948950211,43.21946208049884,41.01200318358101,30.982504664068234,38.67235483694762,13.491891228433712
506.0,0.000306,202.11652813299233,184.25591432225065,266.14601982097184,,15.76453065056098,,,21.494327038421368,,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_196.tif,49.63212202071904,43.2095180466815,40.953742906572,30.963996738479693,38.71507150571916,13.48001828217797
507.0,0.000304,201.61691735152738,184.37866335866025,269.4490618700574,,15.994294805839214,3.076192268585398,,20.874149252409225,128.46328935981634,29,38,12,40,40,36,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_197.tif,49.66886102624348,43.23631774059802,40.90335977284616,30.969559942394696,38.699232081193685,13.475886485232872
508.0,0.000306,201.61080917874395,184.25105676328502,272.5882397342995,4.5959996727099774,16.15957254671021,-3.0812871656035825,12.810673704048378,21.85675847017122,78.67174900094277,29,36,11,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_198.tif,49.644480594846755,43.22450201928915,40.85997171615693,30.95792529970722,38.70234309644,13.464089848138414
509.0,0.000306,201.6535744131277,184.4246752260123,276.26582086150574,4.666623947909012,16.276257306523796,-3.0780352779414377,28.417651282251537,21.904949343465386,6570.075355982161,29,37,12,40,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_199.tif,49.67691757655124,43.23443327558039,40.859700584657666,30.97954050044342,38.71165546622112,13.46592714342166
510.0,0.000306,201.98051894222002,184.74989637735223,281.36126999917104,,16.512661845126445,-3.062325090017953,,22.389047955513252,6667.7395599478,29,36,12,39,38,36,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_200.tif,49.668640680388314,43.21438878812979,40.814065510313455,30.997395845090338,38.69403375514552,13.457894539903673
511.0,0.000306,201.7366818873668,184.78386605783865,284.71136745974525,4.6950194528753535,15.461486131345575,-3.054834248837549,0.9133900382633265,21.220269576251848,255.75820252437413,29,37,12,40,41,36,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_201.tif,49.642851725325116,43.20025560800761,40.73049015602473,30.97380552353413,38.72811865830074,13.453529661355546
512.0,0.000306,201.63811746402178,185.08136911707507,288.25320886814467,4.650966947992905,15.93870009182196,-3.061992425810544,9.152364409744546,21.69118319381084,7264.142005965831,29,37,11,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_202.tif,49.644865585569455,43.21856229412904,40.67462781625667,30.981964909735815,38.697879263843085,13.447830856606203
512.0,0.000306,202.0037976729153,184.93010665804783,291.9151583710407,4.727170790928037,16.244186131467192,,27.472309643060612,21.82194762994842,,29,35,11,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_203.tif,49.67396106958443,43.20099183158962,40.66781823888891,30.97844079137632,38.68593849333354,13.440769642559586
513.0,0.000306,202.01712024549786,185.07728337236534,295.8126463700234,4.727085025587729,16.250800242676423,-3.05370092871135,18.828771862702467,21.28654707197927,6121.839656196658,29,36,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_204.tif,49.63804006910838,43.19758296055697,40.63362150864526,30.968252439060464,38.70881555729702,13.435532649312814
514.0,0.000306,202.0937575126212,184.7492587547079,299.17252985014824,,15.650669444526986,-3.0739465213532564,,21.508149935411232,6256.485085475204,29,38,11,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_205.tif,49.63357161663616,43.21401387820182,40.60837944443819,30.97513370722717,38.70593401998537,13.428971755843374
515.0,0.000304,202.26241926481143,184.71405789012042,302.90598835818514,4.62981231998429,15.811362434407066,-3.0653167444059903,29.771429836347387,21.428143158127863,8153.23567608129,29,37,12,39,39,36,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_206.tif,49.6519161877068,43.20362322625652,40.54636795740908,30.975108936348374,38.686027492349446,13.419769007861547
516.0,0.000304,202.04794089908833,184.86348632505502,306.6357277585665,4.7684587431107195,16.036854304257293,-3.054730904634734,10.036038925974543,21.540572398493158,94.80265188763735,29,37,10,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_207.tif,49.660298235063934,43.215109410199716,40.50925830286959,30.97358508326792,38.69662397335604,13.415120796856085
517.0,0.000303,201.64950645406228,184.60387243735764,309.88185269552014,4.746401203139416,16.335053716944344,-3.0354997032470767,12.020746138193585,21.478680790636147,154.27368172966132,29,36,11,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_208.tif,49.644853531466374,43.18212446112734,40.46745446864899,30.974885944473147,38.6994105460069,13.415179175250861
518.0,0.000306,202.03558408622604,184.89705183071803,313.97820573783486,,15.897823666020464,-3.0412972945047447,,21.77455271914362,58.221773783788976,29,36,12,39,39,36,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_209.tif,49.62251219459574,43.187898489132806,40.423624550296495,30.982025940606874,38.69770654569099,13.410256811526747
519.0,0.000304,202.5958225846717,185.22784388782557,318.01323125572105,,16.227052754635164,-3.0648368168511246,,21.951832335801043,5115.818863661214,29,37,11,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_210.tif,49.68792784341044,43.222573693226465,40.45337708504238,30.97493914796471,38.69161317104268,13.400397742809556
520.0,0.000305,202.22658658025765,184.7890618825575,321.4119971548249,4.6961287514942,15.538926473774852,-3.0490389990624993,9.436097853332166,21.491442170906595,50.20417514495457,29,38,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_211.tif,49.66039386846742,43.21282209418101,40.38292934096516,30.97742511742933,38.704423951386914,13.396264802083984
521.0,0.000306,202.12048765041166,185.13822039265358,325.6274540848638,4.7339840357173655,15.939085984118513,,17.320652694419465,21.557406339515424,,29,36,11,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_212.tif,49.66027073624875,43.20221014886264,40.360194888516006,30.966712961766202,38.74231207021439,13.394379147191348
522.0,0.000304,201.82165168368124,184.8926557976535,329.01424653359743,4.797266242966767,15.591221459602647,-3.04468098889044,15.336083821662257,21.80720891341258,8093.4006426114065,29,37,11,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_213.tif,49.635438832121416,43.22161555003686,40.309332032924246,30.97664952506709,38.68959879286382,13.389172427159377
523.0,0.000306,202.1465715223097,185.63738517060366,333.89936023622045,4.775102389182996,15.771321531078147,,6.949789550420321,21.59404102808861,,29,38,12,39,40,36,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_214.tif,49.59545210910945,43.192683132659475,40.276269553103845,30.970172902302266,38.69998997035732,13.385963696980104
