,NIG,Int_WZ,Int_ZB,Int_TW,FWHM_x_WZ,FWHM_x_ZB,FWHM_x_TW,FWHM_y_WZ,FWHM_y_ZB,FWHM_y_TW,max_pos_x_WZ,max_pos_x_ZB,max_pos_x_TW,max_pos_y_WZ,max_pos_y_ZB,max_pos_y_TW,name,COM_x_WZ,COM_x_ZB,COM_x_TW,COM_y_WZ,COM_y_ZB,COM_y_TW
581.0,0.000306,205.08572844400396,188.8577799801784,581.0469111331352,4.955919204578914,14.739869800918665,-2.962937142307052,4.136532282141323,20.367349696900828,5326.216671837313,29,37,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_278.tif,49.490947487453575,43.17074111488658,39.07977225187895,30.956340624796127,38.71400539644639,13.030767345773807
582.0,0.000305,204.96955810147298,188.8242225859247,584.3463175122749,4.927026573578632,14.342173863567002,-2.9602680264795804,15.427176320787291,20.643225702061418,3321.538225481195,29,37,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_279.tif,49.49497270761536,43.11198163152804,39.05310940981796,30.968458850621705,38.68883416716072,13.026950533784307
583.0,0.000306,204.9087485979811,188.92805640121776,587.5406184906265,,14.330899269227105,,,20.39938840158787,,29,38,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_280.tif,49.47059453698306,43.120377830548726,39.03780665701076,30.974051392849198,38.684612840301924,13.022575562998233
584.0,0.000306,204.76412328658586,188.67102448300452,590.2515648522304,4.996447941263658,14.524473918026377,-2.9497136188838367,13.826628690880801,20.725351652544095,1465.1294452282584,29,38,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_281.tif,49.49749219139366,43.128218469799265,39.03469491171632,30.962276460263556,38.69731738014637,13.016904611208842
584.0,0.000304,205.0551302931596,188.76017915309447,594.7048045602606,,14.612090383539538,-2.9509804779840887,,20.416220801846844,88.1929595818343,29,36,12,39,40,36,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_282.tif,49.47580514813487,43.15613628274679,39.00912860854652,30.95843891985829,38.67470486092387,13.015805613465744
585.0,0.000304,204.87874167402296,188.65548511355428,597.8201588957547,5.06891844257615,14.891402442473687,-2.9530682582615633,10.990885272145741,20.67476723434037,9580.222040038396,29,36,12,39,40,36,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_283.tif,49.44345031754873,43.08142720291845,38.983464253741595,30.97238732249273,38.694083296325225,13.006386657139325
586.0,0.000304,205.1575742614992,188.77561096025673,602.3972681642393,4.9999856626775,14.922003059056644,-2.958356891287224,-2.151028261406255,20.135530295413336,97.19980946866583,29,36,13,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_284.tif,49.47767318552268,43.06680832886553,38.96551027505507,30.9590166367195,38.674478574137275,13.000079361458525
587.0,0.000304,205.09850576579504,188.9022251096313,606.0324833522819,5.015749489372746,14.690175558864972,-2.94721992341902,0.9337669002551537,19.98945812138582,90.41173353232531,29,36,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_285.tif,49.45760365032549,43.13209769652927,38.961550696773436,30.975767179300778,38.6525315307492,12.994962670267158
588.0,0.000306,204.87100536505716,188.79402845812922,609.3037088873338,,14.389783615808147,-2.9556837057026755,,20.423278688453454,5852.707575784633,29,38,12,40,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_286.tif,49.449756456354564,43.10522882277355,38.941144845337476,30.95893308375518,38.678551365688115,12.993500466740809
589.0,0.000306,205.1757590322839,188.9850196266923,612.7837859488905,5.086635676698298,14.392810054531482,-2.9569195285241356,3.3544525218376706,20.07897296465845,3871.984726630639,29,38,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_287.tif,49.47661436454425,43.133591623924374,39.02199655396908,30.9662108793152,38.699472256368956,12.990869194627539
590.0,0.000304,205.91230539913877,189.4979297780722,617.5002484266313,5.077062598641897,14.271025081097134,-2.938724519977011,17.199235453946766,20.266893767928313,146.60786100708276,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_288.tif,49.48845590982375,43.150549057257614,39.017488691396316,30.958170543920065,38.679770422443504,12.986629623734046
591.0,0.000306,205.82712381564156,188.93182913120282,619.0702585514694,5.0008916385901925,14.630357693339626,-2.9472066883590786,-0.839125514005162,20.52524948332318,319.2571024547622,29,36,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_289.tif,49.488299196643794,43.14274676502801,39.02187576727639,30.974651347776035,38.69249841794814,12.979811154514175
592.0,0.000306,204.93736103657133,188.83155715709577,623.3658667484474,5.014633221668743,14.430862397143532,-2.953012583628559,4.743693824905838,20.1696604242923,388.2362506849637,29,37,13,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_290.tif,49.48813878648618,43.14306618539707,38.966033955098546,30.952937862280482,38.70889347240888,12.974540625179493
593.0,0.000306,205.14653722672375,188.7164042195383,626.7878000305764,5.109526307606935,14.013930817099823,-2.9479169328893913,10.12586649406968,19.79066565593815,149.87968511745103,29,38,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_291.tif,49.469197127725735,43.12212794294204,38.93633048190664,30.952900947078447,38.70686749935596,12.96890826155984
594.0,0.000305,205.1902083016573,188.69051239166794,630.1096244488368,5.117899186207862,14.484275619971502,-2.9371748345550506,21.031142176354873,20.25111966490231,106.35252442076131,29,36,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_292.tif,49.44690249093021,43.16945852898932,38.973869579181276,30.9467105731155,38.677935645548914,12.971001737113593
595.0,0.000306,205.1850762034103,188.63626075147124,633.9763844877018,5.046140871365096,14.686486863408229,-2.938005366791864,11.891082059842457,20.375229255264077,-74.2594297386437,29,36,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_293.tif,49.436027200358296,43.09830752524313,38.89413169992632,30.95873099804635,38.675223633451125,12.966206668957193
595.0,0.000306,205.9955268389662,189.21496023856858,639.4899768058317,,14.615311373082625,-2.937570809237542,,20.03227459719315,163.86297724492732,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_294.tif,49.47096604521996,43.126121452427824,38.9012763469273,30.934132037520037,38.67071227907502,12.96045517552442
596.0,0.000306,205.54852728150652,189.27981651376146,642.2802188958635,5.026924597926334,14.76009460150403,-2.9386384620311787,11.698260530144863,19.956373682224168,3524.3982623825614,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_295.tif,49.456265225245545,43.10171084838335,38.87777607094071,30.943529069990518,38.695156571602524,12.957843867177115
597.0,0.000306,205.8243736124326,189.17356485886458,645.7089280050745,5.1399801364059865,14.254183119329086,-2.947200825246074,14.686944605789005,20.216572716118375,5609.075960951112,29,37,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_296.tif,49.406031225911136,43.11800749164765,38.874940828355136,30.96123669370077,38.6920234532078,12.95124072271495
598.0,0.000306,205.4175798911794,189.09510307303242,648.400490459039,5.070235297335889,14.48549177028429,-2.9286009941104405,14.555735049164891,20.155893941122375,43.53363953949822,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_297.tif,49.42978980740117,43.098823830740564,38.86014347277584,30.94259714813762,38.66693481910045,12.948051868235563
599.0,0.000306,205.45861453727406,189.53021487859746,652.1619734698627,5.086754589350028,14.364343329268403,-2.9429962890898334,-0.975176998949702,20.06670335195938,172.7538294997844,29,37,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_298.tif,49.4489242673491,43.104250350150664,38.90623038841349,30.953101809393534,38.73106341840364,12.944252660276769
600.0,0.000306,206.04729617992393,189.91954688275177,656.854886720688,5.000601915776643,14.75231788065054,-2.9383604035527027,9.72074938360008,20.10114424350508,68.44714858062018,29,35,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_299.tif,49.42015164113364,43.12858969553139,38.89880076832801,30.957405808174848,38.70382304397212,12.940956467413217
601.0,0.000306,206.09501282873637,189.52124759461194,659.8880692751763,5.126222980735724,14.351980177703558,-2.943076421563961,2.1620484563829896,19.862676116787,7415.041109331217,29,37,13,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_300.tif,49.444623187599525,43.11499469689374,38.880737155357565,30.957548911324505,38.67765025220956,12.935080078987875
602.0,0.000304,205.73309692671396,189.44956658786447,663.2034672970843,5.106139485795274,14.325266177665466,-2.9314190085407335,-1.0640109752676807,19.90075020423212,74.50088166707413,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_301.tif,49.442370074840476,43.10912165183446,38.87399626333107,30.955958300153252,38.716735680281516,12.933675552384894
603.0,0.000304,205.9711354961832,189.61195928753182,667.464774173028,5.15057624023351,14.295879197050974,-2.9409145461130124,20.987657102150457,20.01563851749326,171.86840531211405,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_302.tif,49.42096550467457,43.11697420069111,38.8393560809894,30.952708438775073,38.6884548931459,12.925845335206409
604.0,0.000304,206.09777535780958,189.51921281891723,670.8845675171126,5.05545831303977,14.349487961717777,-2.9428954392070716,2.787926958554449,19.551118855511746,103.25388567471335,29,36,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_303.tif,49.40635410797054,43.11148884508214,38.87219700837993,30.94497456779211,38.72165302186493,12.921891543685417
605.0,0.000306,206.07396541074738,189.64955219271155,674.310608400247,5.139755354113914,14.038376919832867,-2.930267966201097,1.8114817232412934,19.677818324066443,41.12761344689387,29,37,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_304.tif,49.394842023626204,43.078366969406936,38.776914312435174,30.95154079885503,38.67230079211315,12.92325655500419
605.0,0.000304,206.4960748287957,190.08359779522297,679.0055954568231,5.157082883958589,14.276292948286432,-2.93097593729638,14.895900009884324,19.97268776933189,4841.551181254439,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_305.tif,49.37723167342343,43.12669300163748,38.78806254983603,30.981496685249116,38.68070934829954,12.921172270092553
606.0,0.000306,206.37012006042775,189.7811878826429,681.1789774986086,5.185187823880992,14.51848786223939,-2.934396309355745,8.815353980661108,19.870190505227,210.78037956273704,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_306.tif,49.41389518928214,43.0878256031519,38.79254208031853,30.952215300458445,38.6794159567435,12.914917940402383
607.0,0.000306,206.50222956234518,190.24054500412882,685.6987613542527,5.161856227697482,13.799076462572067,-2.9297340319395886,0.9572921301062584,19.693258293915108,61.430682756097724,29,38,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_307.tif,49.40017202894181,43.11929483860018,38.78679454689003,30.95715391671752,38.695441426886646,12.913190231185387
608.0,0.000306,206.39977576679746,189.92968687434933,688.951789861456,5.091735010631486,14.501664003910781,-2.922300818580481,6.985432282385859,19.772263500137438,75.86795524474333,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_308.tif,49.41654101906093,43.09851234498147,38.77281862098089,30.958038097026595,38.67236719383788,12.90582011430742
609.0,0.000306,206.26290929469218,190.0038427667921,692.000160115283,5.1317085820404404,14.192599451234203,-2.9351990709004934,8.041346796917074,19.540469466869748,8028.312722523532,29,37,12,40,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_309.tif,49.41558551949791,43.104181958069184,38.820312979029765,30.955981726652773,38.69582798573149,12.907800574147357
610.0,0.000306,206.48615384615385,190.34736842105264,696.6021862348179,5.2164741544493625,14.316438736391678,-2.9396466671809303,0.9610327320092997,19.53203947009092,59.80448962700221,29,36,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_310.tif,49.37930453032504,43.12199898757439,38.77671559473707,30.966956249627465,38.696107691456916,12.903095499879868
611.0,0.000306,206.33600713012478,190.027386161076,699.7583859990277,5.134091319229547,14.306611850053478,-2.9442845497167633,28.104032588073082,19.70174433956227,124.38428803111796,29,37,13,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_311.tif,49.37358453372518,43.08306634750597,38.76971274433451,30.96029842154183,38.692306544357734,12.899624126576551
612.0,0.000304,206.53636817576566,190.39455725699068,704.123585219707,5.191656025834672,14.21825056030259,-2.93981427282448,8.192778645147012,19.478726303557867,5355.785937524001,29,37,13,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_312.tif,49.37503349463139,43.09271035995141,38.745653251266525,30.935089922759868,38.70352275851578,12.898024158381249
613.0,0.000306,207.37953185498063,191.06890179514255,708.728440689898,5.255251919097962,13.970708064134026,-2.9285632573154152,9.304057810183155,19.494999049620784,317.99295423282587,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_313.tif,49.351813434346305,43.07434508339908,38.74683169460106,30.943880345964057,38.70394605645355,12.893222489722485
614.0,0.000304,206.7561843168957,190.0101859337106,709.8374292643492,5.0603867264160325,14.15187026486467,-2.9273406792758556,2.56959226633939,19.568218819285477,198.6245889605215,29,37,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_314.tif,49.38566235033669,43.13839448678665,38.79836263418508,30.934519196707505,38.702322472607094,12.893244140636344
615.0,0.000305,207.9576567686373,190.7061989773033,715.8604108728806,5.1514406527717,14.00767408188485,-2.92569251435561,9.722153749851895,19.581226887268055,3952.497117411931,29,37,12,40,38,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_315.tif,49.401356884764446,43.11665009252978,38.777451922980525,30.93504346655715,38.69717358436957,12.886867369383495
616.0,0.000306,208.01491866630718,191.25739192954074,720.3407027950032,5.15198128416014,14.017788295430545,-2.932053921576877,2.5605405300092996,19.32966758224786,81.0300627875504,29,38,12,40,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_316.tif,49.36683686298433,43.09277292033676,38.754863334568896,30.948426540947782,38.68442442887411,12.881984436880234
616.0,0.000304,207.1914011703511,190.34769180754228,720.6905884265279,5.246472590700299,14.071933813957317,-2.9177565896156525,-5.478280662705369,19.564342902056673,71.9530494623197,29,38,12,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_317.tif,49.35926964562193,43.09524567919052,38.72692635037396,30.948046176120894,38.70278492492436,12.8780734144945
617.0,0.000304,206.8820508769158,190.18936640859536,723.141886553958,5.260660378948416,14.234305084116427,-2.918686908113192,9.335640634923228,19.52848755608025,84.40147182993523,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_318.tif,49.336616498256966,43.10735489530896,38.70847093962657,30.9442096174724,38.69177338201068,12.876347704109781
618.0,0.000305,206.98800225460988,190.28400032208714,726.9565987599645,5.119723099417648,13.902894427071898,-2.9228795364706897,3.1369018398385244,19.13991140147968,78.34435381267248,29,38,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_319.tif,49.33458428123726,43.08510255647472,38.710571379897864,30.942432925747614,38.69834884731609,12.873480766772625
619.0,0.000306,207.42917882451022,190.188578574406,731.5048770320967,,13.520462538997132,-2.9246145029337627,,18.898256446454084,4321.652092517122,29,38,12,39,38,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_320.tif,49.39068804350928,43.122995890084304,38.77068155421664,30.946020538456253,38.697294363944955,12.870271600306392
620.0,0.000306,206.90841279606275,190.24515533681944,733.4266379575515,5.228415912036212,14.347676194084064,-2.9180618933858375,12.926139507738363,19.069464266277386,4479.155919445519,29,36,12,39,38,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_321.tif,49.34447790616125,43.09671221868851,38.72241556469843,30.948171752637016,38.67950296449238,12.868789030226013
621.0,0.000306,206.68344229892048,190.11365364147787,736.5139881404896,5.227005910804966,13.872287872792926,-2.9171209675118623,3.9094872399645944,19.00619700008386,3238.6978646016846,29,38,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_322.tif,49.383679931026215,43.05936487180871,38.693510753651,30.9363827898043,38.67551519441129,12.870134458699612
622.0,0.000308,207.81910025041014,190.67619376565062,742.6982989379155,5.254315279512575,14.127521388684722,-2.919912109600532,2.5727333020696768,19.08147238931986,84.02697758935436,29,37,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_323.tif,49.33690868984063,43.104383573926704,38.72749104803999,30.943065200292676,38.67983412892097,12.86752633850971
623.0,0.000309,207.021114733737,190.16092221704704,743.6190032603633,5.163797409091159,14.125542202836963,-2.9233771778118207,6.9432013496715825,19.257408230760223,108.75074178264661,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_324.tif,49.33539956937896,43.077695085793785,38.69552420322988,30.94758602483983,38.65841896791097,12.86149729103379
624.0,0.00031,207.36455009572433,190.49489470325463,747.3078334396937,5.227998560381184,14.364679511807742,-2.9226888063807404,15.141951447210703,19.364400929159142,64.79228367505272,29,36,13,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_325.tif,49.33457804934907,43.096949218691115,38.71468911326138,30.945228776675098,38.66922091887754,12.860397207547065
625.0,0.000311,207.88028051427617,190.91117047921188,752.6728168308566,5.252519275360626,14.288460861853617,-2.9163927899484716,2.4817468124263953,19.492223469700257,5431.896528432062,29,36,12,39,38,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_326.tif,49.347131112976356,43.09652456297934,38.65599380623292,30.91973542062418,38.6678349996108,12.858136224053757
626.0,0.000312,207.67958295706427,190.72260077169364,755.2109843198424,5.21909555087337,13.995962828183611,-2.911493354070288,10.550529630662481,19.27753943762367,92.56476992323954,29,36,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_327.tif,49.33434911423879,43.07010526895754,38.64705255062247,30.919797054643848,38.68579738566593,12.85801053893127
626.0,0.000312,207.45603797074386,190.52295362589481,757.3400248988485,5.39731793612168,14.043868836172583,-2.9128080775277794,0.8897917449506663,19.010755156099002,151.13900025168763,29,37,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_328.tif,49.30079531922475,43.09562889176309,38.62233125874443,30.91839248375512,38.69283398969452,12.853466140173552
627.0,0.000312,207.22390950646937,190.32137599752073,760.5507089176416,5.218021283789104,13.649265315424055,-2.926488639546424,8.917313675218097,18.947647630622015,4444.605578947887,29,38,13,40,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_329.tif,49.318051520223854,43.07941247591063,38.62534518666057,30.935268273587575,38.690217457677214,12.852126863254128
628.0,0.000312,207.94824597606274,191.00041271151466,765.4827073875362,5.6104279511359865,14.220462116238478,-2.9170912157021744,2.9344226771972446,19.045934125078112,70.40058511006585,27,37,12,38,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_330.tif,49.339952121488054,43.080935362169775,38.641032074905894,30.941859085068707,38.69794292925146,12.846434528672804
629.0,0.000312,208.2007299270073,191.17526542800266,768.9851526211015,5.316439628530495,14.298359233503161,-2.9150239301411562,13.973382397991388,18.86699010606424,74.04013665238074,29,37,12,39,38,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_331.tif,49.34922360669113,43.099387411277895,38.713320572955006,30.926864132764532,38.6958828258654,12.85205317507444
630.0,0.00031,207.54432957393485,190.62163220551378,771.9324091478696,5.2493779861157535,14.225982871645936,-2.9163167290009384,10.389787855516039,19.234984211200715,59.57369683154577,29,36,12,39,38,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_332.tif,49.35550087059035,43.09764994410107,38.68515365157564,30.92838366052486,38.69332914793269,12.846872773254717
631.0,0.000309,207.98150224215246,190.84208840486866,775.7847533632287,5.234532703862278,14.14658227301227,-2.9090274685847777,14.182932066402369,19.20700283541771,2001.7862071368022,29,36,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_333.tif,49.299889152969286,43.089448548108535,38.66374483897605,30.931483136351087,38.65659590573489,12.844279108175062
632.0,0.00031,208.52020716590252,191.29928680590933,780.7647308541349,5.305448775767573,13.796203614912985,-2.914776697900807,2.550443403669238,19.007012644752717,364.1701692091712,29,37,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_334.tif,49.29628889175721,43.08832762348083,38.66423277812256,30.917411625883414,38.70023074639067,12.842157225973855
633.0,0.00031,208.0167832167832,191.13179761415054,783.0741258741259,5.286438787129667,14.15068566203919,-2.9073555294997275,0.9009388314285185,18.56376986623188,75.49390537885174,29,36,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_335.tif,49.30424838359086,43.081456366135264,38.642519341232955,30.926908802409702,38.68080029028838,12.841979516016888
634.0,0.000308,207.95371793834454,190.92790678857511,785.9860830164253,5.385134045881673,13.568796655121346,-2.911147189464911,26.52929435224166,18.43634950801473,60.41302833000648,29,38,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_336.tif,49.29942375783043,43.05795790781624,38.648798301668045,30.915909108594995,38.69246609071238,12.838216730859228
635.0,0.000307,208.03022065877838,190.8774384393988,788.736088903102,5.2742182987545,13.963146371744147,-2.9071180602117903,9.378820632871017,18.900844810937944,124.07337492539217,29,37,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_337.tif,49.282199134372156,43.06728642363649,38.58198140978202,30.915960234308287,38.69097317481293,12.837092472959586
636.0,0.000308,209.34587924195682,191.86866460996035,795.322168356104,5.329348883397606,14.33151997191726,-2.9057579591281124,4.838710234740691,18.899629807263068,141.16618739005722,29,36,12,39,38,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_338.tif,49.31221892448471,43.07193706213391,38.6188804523586,30.907551865682482,38.6694801883542,12.832888762297834
636.0,0.000307,208.62307248288943,191.22454028201534,796.1091778675683,5.337696476848668,13.635846445220439,-2.909968846217705,9.616482611630008,18.679421793334,95.6769419113577,29,37,12,39,41,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_339.tif,49.27364413519201,43.054106115619796,38.60085498698212,30.895528092801026,38.69783784249972,12.831285185970856
637.0,0.000306,208.39568686310136,191.1280511888775,798.618374279169,5.342876594151321,14.285969482622772,-2.910935401702286,7.641869107124643,18.906886305623104,112.12775234695162,29,36,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_340.tif,49.26427240103697,43.06332739544284,38.58201778290376,30.91302427787471,38.66117859548913,12.826054357642306
638.0,0.000306,208.01870178446194,190.77955271565494,801.2015117275773,5.339538852101755,14.104067794990511,-2.9070736620152187,7.389043027924158,18.592678746429094,92.38398286119141,29,37,12,40,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_341.tif,49.246192176524175,43.072383646601644,38.57327472891713,30.942651518784015,38.66956149515945,12.824553807064683
639.0,0.000308,208.09214627841558,190.83866798449023,804.2329506576447,5.3115474411563515,13.927926961823214,-2.9131439166499797,14.809334192416944,18.932997289513708,94.85954296780629,29,36,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_342.tif,49.315689307703664,43.091291147248654,38.61753205403327,30.925606385886045,38.68617438103088,12.828550957659974
640.0,0.000308,208.10081275398562,190.8319787433573,807.7399187246015,5.353954794509333,13.52499596686888,-2.905248753267151,9.841942287927974,18.264275413202096,6488.556806996898,29,38,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_343.tif,49.25399213927292,43.08351945995841,38.591720750321215,30.922890743704695,38.68172060448359,12.829347203517083
641.0,0.000308,208.40348980852377,191.09805435453984,811.8868128474367,5.306415655772067,13.89889550206464,-2.9086854853995043,9.588320972282771,18.5323046723171,108.31114907158023,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_344.tif,49.27560589232088,43.047581473409984,38.56811279059085,30.929177524653216,38.69955581628555,12.824183462256592
642.0,0.000308,209.1310293386375,191.63011768606,816.8684733963203,5.258055318652996,13.826974087800123,-2.9105403229573157,3.2873717289116033,18.825074352813104,75.53161871712847,29,37,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_345.tif,49.28160776737504,43.08184727245677,38.58488809481415,30.92123921335513,38.707506112120484,12.822948489474028
643.0,0.000307,209.91969696969696,192.13761140819963,822.6133689839572,5.3338316035971625,13.971749656394303,-2.9097534237461535,0.5014640890377593,18.68331798034704,67.02337004069824,29,37,12,40,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_346.tif,49.28313135614629,43.073060195270024,38.585450786058345,30.93782572828333,38.6831458995892,12.819289031673977
644.0,0.000308,209.89535519125684,192.52777777777777,826.6272313296903,5.3410669356683576,14.03542028435475,-2.913583336194245,9.86583368558255,18.375245987458424,4740.578167060545,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_347.tif,49.2654883537681,43.0925119030443,38.60795448222841,30.91445602826632,38.660135622565285,12.825242081991616
645.0,0.000307,209.16426560688856,191.74532207319092,826.8484020533201,5.412956148743135,13.981818740847306,-2.9007369486370522,14.282835103727034,18.70668586834927,4651.16293870363,29,36,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_348.tif,49.2415526191413,43.07217755516214,38.54731509736724,30.916949624864326,38.674730774213046,12.818081994257348
646.0,0.000308,209.16859758567608,191.79826622377055,829.3274730616544,5.312471458882576,13.72426393887516,-2.9123671358811434,11.13321715341836,18.32192770138216,3609.259029352391,29,38,13,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_349.tif,49.250489586980706,43.05895074948276,38.56818591008997,30.899992175904263,38.67104368314828,12.81927982611837
647.0,0.000308,209.0329653120351,191.42447733145409,832.2531516717563,5.385061524019003,13.928637858599444,-2.9102396644197683,7.564532138476879,18.50295164346662,62.82990657358148,29,36,12,40,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_350.tif,49.21203606586853,43.06516471262929,38.54877579159456,30.915329867094204,38.65836251913337,12.817184407695951
648.0,0.000308,209.60507061425898,191.79275140377743,837.4202824570359,5.401184464968839,13.982331795206369,-2.9025722354970607,6.001311051407313,18.935374239227585,63.706396329713264,29,36,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_351.tif,49.215446860775955,43.08834590468485,38.55087585763663,30.903831557276906,38.67789881880752,12.816630597179447
648.0,0.000306,208.90916185422194,191.16669267988138,838.4206336819104,5.424396846094036,13.908129677684151,-2.9008142078222936,13.958473324018613,18.216814002697593,54.85955058160149,29,36,12,39,38,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_352.tif,49.22380631477025,43.057472005747854,38.54555694119675,30.902483860435822,38.675430782859316,12.812157502911987
649.0,0.000306,208.93910971015606,191.20796494195434,840.6785576997001,5.387683207641804,13.629843783302581,-2.9023883134072213,1.0080761286802895,18.248227440793563,116.38963280621132,29,37,12,39,39,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_353.tif,49.24857460671288,43.08221131770191,38.59075964182302,30.918655348642275,38.695612297661235,12.815208657644751
650.0,0.000306,209.2728438602116,191.66415517794164,846.1010740621995,5.329856949950592,13.829962838620618,-2.9002197171977593,11.45875368099814,18.435123730164136,200.72496637190426,29,37,12,39,40,38,./pilatus/InAs0799/InAs0799time1a/InAs0799time1a_1_354.tif,49.27010695211744,43.063742419084626,38.56620588734873,30.909999586347634,38.67569657435884,12.810417662747206
