,NIG,Int_WZ,Int_ZB,Int_TW,FWHM_x_WZ,FWHM_x_ZB,FWHM_x_TW,FWHM_y_WZ,FWHM_y_ZB,FWHM_y_TW,max_pos_x_WZ,max_pos_x_ZB,max_pos_x_TW,max_pos_y_WZ,max_pos_y_ZB,max_pos_y_TW,name
0.11666666666666667,0.000352,40.05220994475138,12.414456721915286,1255.1967771639042,6.760877353776886,6.800628853171238,7.531475249217741,5.090143248523467,14.381866624168008,-4.366847851759426,14,14,20,25,26,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_0.tif
0.13333333333333333,0.000352,39.88892775931433,12.40615707538919,1251.4344061570755,6.814435153356702,6.739203931707819,7.511606802861185,3.479689617986259,13.952851652908963,-4.360408700763693,14,14,20,25,26,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_1.tif
0.15,0.000354,39.727430412158256,12.303378210952342,1251.522590237053,6.776068073688408,6.556264797035617,7.4941768721444255,4.239092771905988,12.615595468230604,-4.367398921944892,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_2.tif
0.16666666666666666,0.000354,39.5167283189478,12.315824085491164,1250.315495273325,6.803539114192741,6.7868843791465325,7.480753015613836,4.397319362511617,16.377300893087607,-4.35210019616932,14,14,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_3.tif
0.18333333333333332,0.000352,39.773752216873575,12.333586690313318,1250.659065957267,6.735386852774834,6.812356411967662,7.497791429706102,4.963297096348174,16.798128759482367,-4.350876989459445,14,14,20,25,26,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_4.tif
0.2,0.000354,39.893841024741185,12.348131251096683,1252.9709598175118,6.75514645635452,6.76764999169426,7.501585922081148,3.875006101996012,11.718964624506103,-4.373098959728971,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_5.tif
0.21666666666666667,0.000352,39.82583454281568,12.293984841154652,1247.8510724076762,6.770138272654528,6.879056861679196,7.475200525741957,4.050845053959524,15.851436203342132,-4.356975453842036,14,14,20,25,26,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_6.tif
0.23333333333333334,0.000353,40.00500891416928,12.327786739111978,1250.8079633245607,6.753448578486607,6.6227796058411394,7.486886457134639,3.859017475858016,12.718531878599036,-4.360029723358241,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_7.tif
0.25,0.000353,39.869996664442965,12.296781187458306,1251.5977318212142,6.737384620562359,6.896469353814041,7.503415330574419,4.833412521807727,15.679662975653184,-4.361700153766172,14,14,20,25,26,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_8.tif
0.2833333333333333,0.000352,39.7999671268902,12.321170282708744,1250.1647764628533,6.83111784817734,6.7389063793772275,7.502999356816152,4.395039796974453,16.709946331342202,-4.366515985515685,14,14,20,25,26,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_9.tif
0.3,0.000352,39.93779413023017,12.33567211431505,1254.0029947805253,6.716931268680621,6.807765727054892,7.511551810081093,4.991021054872382,9.453375529723315,-4.374344368905435,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_10.tif
0.31666666666666665,0.000353,39.87483421750663,12.324187665782494,1252.8717672413793,6.755549895752453,6.685939992214198,7.5057034649750385,4.2680369424362,10.584590322691158,-4.373919257986279,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_11.tif
0.3333333333333333,0.000354,39.70058708414873,12.31474233529028,1250.946673189824,6.752008888927249,6.557381573870468,7.500125977586852,3.0478570955483826,10.549338330810619,-4.36782903808001,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_12.tif
0.35,0.000353,39.70161617802323,12.220173800048729,1250.5505563225859,6.756682766797315,6.945371042388283,7.518565252643226,4.287239010668738,18.792679156422793,-4.372540541988305,14,14,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_13.tif
0.36666666666666664,0.000354,39.69103127851987,12.327470339334605,1252.6819878868332,6.808899699691619,6.752035956592564,7.515101075403432,5.8353009861066,14.775174776452694,-4.3689144118629315,14,14,20,25,26,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_14.tif
0.38333333333333336,0.000352,39.76300483329237,12.253706889489637,1252.275825346113,6.785442675880568,6.840009373827065,7.516913614640855,3.6252319133875517,11.537630755660555,-4.373384409518939,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_15.tif
0.4,0.000352,39.7068145800317,12.288193343898573,1251.3003961965135,6.77109628585403,6.836350464633091,7.512564865828694,4.89477390384757,12.50357142728717,-4.36893101754823,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_16.tif
0.4166666666666667,0.000352,39.89422127099111,12.289677313137965,1253.1964109318405,6.750912116980721,6.66820971272571,7.500359311400021,3.7851085715340806,10.188282262404668,-4.370436258184326,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_17.tif
0.43333333333333335,0.000353,39.8164809579245,12.221187427240977,1249.874355562947,6.724445860170226,6.745706000732171,7.466835534879087,5.461003823153877,7.9653890173419315,-4.355202238005463,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_18.tif
0.45,0.000352,40.0078445044888,12.394665736947616,1254.8005752636625,6.7705344719439156,6.9236831025140315,7.486533053153352,4.549021158269268,15.223701506160525,-4.350553043767322,14,14,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_19.tif
0.4666666666666667,0.000352,39.91269773407439,12.366224882428389,1254.2562633604105,6.745740310965382,6.715416716768921,7.502881859599538,4.450405306615998,12.864828114257588,-4.360074525360344,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_20.tif
0.5,0.000353,39.915789473684214,12.340715789473684,1253.0185263157896,6.762942508557933,6.787080334034412,7.492795125452037,4.606232954353635,11.481517750663492,-4.365254360403342,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_21.tif
0.5166666666666667,0.000354,39.947505898213684,12.362234580384227,1253.6767778901246,6.725375553885753,6.850330235351535,7.47907236753859,3.5036625823952936,15.721681845806739,-4.35248875214732,14,14,20,25,26,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_22.tif
0.5333333333333333,0.000354,39.708201366894485,12.310968494749124,1252.5069178196366,6.814615963457486,6.632991341589433,7.484481925278047,4.235000838824873,9.567491890285996,-4.363837531668317,14,15,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_23.tif
0.55,0.000354,39.652294175073216,12.331516433452652,1251.9268630003255,6.741494932190971,6.920517467214203,7.492339278160919,3.373252359749737,15.453081992342893,-4.359648326269278,14,14,20,25,26,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_24.tif
0.5666666666666667,0.000353,39.66714490674318,12.378934931217824,1252.8783863617182,6.766188202441393,6.644821198294786,7.501098606097935,4.146207722811353,16.012634499191456,-4.362572392609696,14,14,20,25,26,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_25.tif
0.5833333333333334,0.000352,39.801494040624476,12.360919926137317,1254.968356555313,6.776089702343684,6.813955739668248,7.510501240949803,3.9454420698233634,16.25089001678992,-4.364169772898336,14,14,20,25,27,24,./pilatus/InAs0801/InAs0801time2b/InAs0801time2b_1_26.tif
