,NIG,Int_WZ,Int_ZB,Int_TW,FWHM_x_WZ,FWHM_x_ZB,FWHM_x_TW,FWHM_y_WZ,FWHM_y_ZB,FWHM_y_TW,max_pos_x_WZ,max_pos_x_ZB,max_pos_x_TW,max_pos_y_WZ,max_pos_y_ZB,max_pos_y_TW,name,COM_x_WZ,COM_x_ZB,COM_x_TW,COM_y_WZ,COM_y_ZB,COM_y_TW,Monitor
106.0,0.0004,697.1229508196722,250.87295081967213,62.47540983606557,9.259674005303637,8.139914246764722,,3.8563152701678303,10.842232929959666,,27,20,20,31,21,13,./ccd/InAs0798time4_1/InAs0798time4_1_0.ccd,29.70054909522746,22.149249342459935,9.915442141170297,27.773418852661408,24.305980755721823,15.3549593282603,244.0
108.0,0.0004,619.5639097744361,227.61654135338347,55.96992481203007,9.18292855466788,8.240185354489519,,4.124096954956352,10.984502312158487,,27,19,20,30,21,13,./ccd/InAs0798time4_1/InAs0798time4_1_1.ccd,29.68290211402636,22.00480626300664,9.818914562063407,27.798063153806947,24.19892313282463,15.37177592692101,266.0
110.0,0.000398,375.3224299065421,134.32009345794393,32.549065420560744,9.884996154526606,7.419772802207845,,4.14105420337811,18.516175945924918,,27,17,20,30,22,13,./ccd/InAs0798time4_1/InAs0798time4_1_2.ccd,29.701639711649797,21.857450990624294,9.974517263656594,27.794768361159875,24.05040964358399,15.329050319431484,428.0
112.0,0.000398,513.37,190.42,48.7,8.995246633766529,8.703558286957191,,3.5280059010929357,13.365599389145311,,27,22,20,30,24,13,./ccd/InAs0798time4_1/InAs0798time4_1_3.ccd,29.623533383979066,21.963904351783775,9.83504449007529,27.846465512203675,24.016262297377725,15.268309377138946,300.0
114.0,0.000397,623.7011494252873,222.63601532567048,57.06896551724138,8.92451918519182,10.00884635800732,,3.8716392408589915,12.71147457549602,,26,22,20,32,23,13,./ccd/InAs0798time4_1/InAs0798time4_1_4.ccd,29.66399444669689,21.91237006952571,9.924471299093655,27.797937169044022,24.073225717629242,15.475931520644512,261.0
116.0,0.000398,521.7766990291262,190.27831715210357,47.53721682847896,9.205958906193956,9.055501887156018,,3.8583703506737317,9.964309834388438,,27,22,20,30,23,13,./ccd/InAs0798time4_1/InAs0798time4_1_5.ccd,29.679176823028115,21.94970746309273,9.973109129280413,27.839123234653815,24.16717123613851,15.41473211246511,309.0
118.0,0.000398,610.3984674329502,220.03831417624522,53.64750957854406,9.174177314064798,10.308748454607295,,4.067002490878699,9.861742085001488,,27,20,20,29,22,13,./ccd/InAs0798time4_1/InAs0798time4_1_6.ccd,29.677542463311447,21.96757792094724,9.873160977003286,27.771664762669946,24.09275639909455,15.399157263248107,261.0
120.0,0.0004,619.0884615384615,229.34230769230768,55.41538461538462,9.005835070970603,9.21186699458182,,3.7602267115322037,9.29447126900933,,27,18,20,30,21,13,./ccd/InAs0798time4_1/InAs0798time4_1_7.ccd,29.787479110106048,22.06298948498214,9.87659633536924,27.823375558358133,24.07915611531302,15.42205719044975,260.0
122.0,0.0004,471.57910447761196,166.42388059701491,42.417910447761194,9.554814346624426,10.035054190909754,,4.040541454907952,13.847621520746205,,27,20,20,30,22,13,./ccd/InAs0798time4_1/InAs0798time4_1_8.ccd,29.709885491109578,22.062204046491605,9.877339901477832,27.88230081213326,24.063423733677716,15.642505277973259,335.0
124.0,0.0004,336.95652173913044,123.1195652173913,31.8,9.351440643967345,7.989358455036484,,4.058419045873408,13.606600276686738,,27,19,20,30,21,13,./ccd/InAs0798time4_1/InAs0798time4_1_9.ccd,29.62376129032258,21.91547629557694,9.85117582718075,27.842722580645162,24.05929195727024,15.588528848783156,460.0
126.0,0.000398,568.5931034482759,196.32413793103447,49.45172413793104,9.171680109166997,11.044310803710665,,4.009472109111846,11.317775388536935,,27,20,20,29,21,13,./ccd/InAs0798time4_1/InAs0798time4_1_10.ccd,29.689578633287244,21.923086380721536,9.861027822327593,27.784853115978944,24.09540871886746,15.485670455337843,290.0
128.0,0.000396,416.8891820580475,149.467018469657,36.72823218997362,9.53980354776483,10.18015244474522,,4.2238722014609795,15.535904370599674,,27,22,20,30,22,13,./ccd/InAs0798time4_1/InAs0798time4_1_11.ccd,29.6804260732527,22.08399237395848,9.809913793103448,27.841336447237676,24.035093913289085,15.569827586206896,379.0
131.0,0.000398,283.3267716535433,176.76771653543307,46.181102362204726,0.6198123794188275,-0.7826627776420749,0.41797000510304594,13.189845988872666,-9.23308283490993,-0.4383561966874415,24,7,6,4,34,19,./ccd/InAs0798time4_1/InAs0798time4_1_12.ccd,29.49421246439241,21.75487204614802,9.408951406649617,29.339984714791914,24.510256353148176,14.759846547314577,254.0
133.0,0.000398,381.4109263657957,133.39904988123516,33.31353919239905,9.325141638683034,7.705457373862335,,3.9066650371629636,9.76398435658538,,27,17,20,29,25,13,./ccd/InAs0798time4_1/InAs0798time4_1_13.ccd,29.59840322841805,22.06107441106818,9.967344028520499,27.691923972747766,23.961610370185717,15.57668449197861,421.0
135.0,0.000398,436.10723860589815,155.5201072386059,38.211796246648795,9.318697858486512,10.212628258640889,,3.8528532534591884,9.01376314176396,,27,21,20,30,24,13,./ccd/InAs0798time4_1/InAs0798time4_1_14.ccd,29.691783264071606,21.973986795152477,9.88556795060689,27.75281555069221,24.286610698339913,15.400968217217429,373.0
137.0,0.000396,427.785536159601,145.23192019950125,35.01995012468828,9.332810347948373,10.423634406950448,,3.910354142402956,15.728679559072384,,27,23,20,30,22,13,./ccd/InAs0798time4_1/InAs0798time4_1_15.ccd,29.66656562241317,22.040969813523816,9.883358256782738,27.632958692331908,24.222964387513308,15.366944385102899,401.0
139.0,0.000396,586.2762645914397,215.03891050583658,53.797665369649806,9.223430011733692,11.430146342300766,,3.6081799260488916,14.592298375184038,,27,20,20,30,22,13,./ccd/InAs0798time4_1/InAs0798time4_1_16.ccd,29.816483377911105,22.151524472993756,9.827860552582091,27.853152190505266,24.24205193160228,15.483581657746274,257.0
141.0,0.000397,486.3953488372093,182.9435215946844,45.64451827242525,9.207722592759955,10.716588393660423,,3.840771076091321,12.35041740349878,,27,26,20,29,23,13,./ccd/InAs0798time4_1/InAs0798time4_1_17.ccd,29.599398927632254,21.883703192532597,9.826988863818327,27.92063795635395,24.145098608941996,15.145425431254095,301.0
144.0,0.000397,324.59120879120877,121.61538461538461,29.791208791208792,9.481090474091616,7.6133602774529505,,3.779337658063948,14.629181948718443,,27,24,20,29,21,13,./ccd/InAs0798time4_1/InAs0798time4_1_18.ccd,29.5207090575466,22.001933676696485,9.925636296569532,28.04410619612835,24.253185145025753,15.496274437476945,455.0
146.0,0.000396,546.5413793103448,196.78275862068966,49.13448275862069,9.255108987761815,9.16804675065906,,3.869408634257832,12.907276141609664,,27,19,20,30,21,13,./ccd/InAs0798time4_1/InAs0798time4_1_19.ccd,29.74015281046329,22.09012213713705,9.960909537511405,27.87786519618668,24.088124485254173,15.221348866587128,290.0
148.0,0.000398,458.95770392749245,166.90936555891238,42.779456193353475,9.079353102670552,10.605330071118262,,4.128081389125353,-6.509490452984915,,27,19,20,29,20,13,./ccd/InAs0798time4_1/InAs0798time4_1_20.ccd,29.645801928710135,22.05851901460713,9.709392655367232,27.907059869005693,24.130142813184428,15.317231638418079,331.0
150.0,0.000398,394.1287128712871,138.72772277227722,32.87128712871287,9.322947026006567,13.136103188322965,,3.9048224214149694,9.173460626365223,,27,21,20,30,25,13,./ccd/InAs0798time4_1/InAs0798time4_1_21.ccd,29.515298816791017,21.81684687578061,9.788102409638554,27.747946341095787,24.12901902009064,15.539156626506024,404.0
